sale_id,branch,city,customer_type,gender,product_name,product_category,unit_price,quantity,tax,total_price,reward_points,date,month
260,B,Los Angeles,Member,Female,Shampoo,Beverages,14.94,10,10.46,159.86,15,2025-06-02,2025-06
261,B,Los Angeles,Member,Male,Notebook,Beverages,20.02,19,26.63,407.01,40,2024-08-21,2024-08
262,A,New York,Normal,Male,Shampoo,Beverages,17.65,5,6.18,94.43,0,2024-08-31,2024-08
263,A,New York,Normal,Female,Detergent,Household,11.67,11,8.99,137.36,0,2024-08-21,2024-08
264,B,Los Angeles,Member,Male,Shampoo,Household,17.1,1,1.2,18.3,1,2025-07-01,2025-07
265,B,Los Angeles,Member,Female,Detergent,Household,2.39,10,1.67,25.57,2,2025-05-18,2025-05
266,B,Los Angeles,Member,Female,Shampoo,Stationery,2.14,13,1.95,29.77,2,2024-10-04,2024-10
267,B,Los Angeles,Member,Male,Notebook,Personal Care,6.41,7,3.14,48.01,4,2025-02-20,2025-02
268,B,Los Angeles,Normal,Male,Orange Juice,Personal Care,5.94,13,5.41,82.63,0,2024-09-30,2024-09
269,B,Los Angeles,Member,Male,Orange Juice,Household,17.33,17,20.62,315.23,31,2025-03-14,2025-03
270,A,Chicago,Normal,Female,Notebook,Stationery,16.05,18,20.22,309.12,0,2025-04-24,2025-04
271,A,Chicago,Normal,Male,Orange Juice,Personal Care,17.89,1,1.25,19.14,0,2025-03-26,2025-03
272,A,New York,Member,Female,Detergent,Beverages,14.76,12,12.4,189.52,18,2025-05-08,2025-05
273,A,New York,Normal,Male,Notebook,Personal Care,5.0,9,3.15,48.15,0,2025-05-05,2025-05
274,A,New York,Member,Male,Orange Juice,Stationery,6.42,5,2.25,34.35,3,2025-02-16,2025-02
275,B,Los Angeles,Member,Male,Notebook,Beverages,6.37,17,7.58,115.87,11,2025-02-12,2025-02
276,B,Los Angeles,Normal,Male,Detergent,Stationery,6.74,16,7.55,115.39,0,2025-04-13,2025-04
277,A,New York,Normal,Female,Apple,Household,15.7,12,13.19,201.59,0,2025-05-14,2025-05
278,B,Los Angeles,Member,Male,Detergent,Fruits,19.93,8,11.16,170.6,17,2025-02-04,2025-02
279,B,Los Angeles,Normal,Male,Notebook,Personal Care,2.4,17,2.86,43.66,0,2025-05-20,2025-05
280,B,Los Angeles,Normal,Female,Shampoo,Stationery,1.94,6,0.81,12.45,0,2025-06-11,2025-06
281,B,Los Angeles,Member,Male,Shampoo,Fruits,4.31,6,1.81,27.67,2,2025-06-21,2025-06
282,A,New York,Member,Female,Detergent,Stationery,15.53,1,1.09,16.62,1,2025-05-28,2025-05
283,A,Chicago,Normal,Female,Detergent,Personal Care,18.01,4,5.04,77.08,0,2025-01-01,2025-01
284,B,Los Angeles,Member,Male,Shampoo,Personal Care,7.79,10,5.45,83.35,8,2024-12-18,2024-12
285,B,Los Angeles,Member,Male,Orange Juice,Beverages,1.5,4,0.42,6.42,0,2024-08-03,2024-08
286,A,Chicago,Normal,Male,Detergent,Stationery,1.45,11,1.12,17.07,0,2024-10-25,2024-10
287,A,Chicago,Normal,Female,Apple,Fruits,8.8,6,3.7,56.5,0,2024-11-14,2024-11
288,A,New York,Normal,Female,Detergent,Household,1.92,19,2.55,39.03,0,2024-08-03,2024-08
289,B,Los Angeles,Normal,Female,Detergent,Beverages,20.43,8,11.44,174.88,0,2024-12-16,2024-12
290,A,New York,Normal,Female,Shampoo,Personal Care,18.24,6,7.66,117.1,0,2024-09-22,2024-09
291,A,Chicago,Member,Female,Detergent,Fruits,2.16,18,2.72,41.6,4,2025-04-06,2025-04
292,A,New York,Member,Female,Notebook,Personal Care,8.74,16,9.79,149.63,14,2025-01-04,2025-01
293,A,New York,Member,Female,Apple,Household,18.32,9,11.54,176.42,17,2025-07-03,2025-07
294,B,Los Angeles,Normal,Male,Shampoo,Stationery,3.79,19,5.04,77.05,0,2024-12-06,2024-12
295,B,Los Angeles,Member,Male,Orange Juice,Stationery,12.24,2,1.71,26.19,2,2025-05-20,2025-05
296,A,New York,Normal,Male,Detergent,Beverages,1.76,5,0.62,9.42,0,2025-07-02,2025-07
297,B,Los Angeles,Member,Male,Orange Juice,Household,13.6,7,6.66,101.86,10,2025-05-21,2025-05
298,A,New York,Member,Female,Detergent,Fruits,11.97,7,5.87,89.66,8,2024-11-05,2024-11
299,A,Chicago,Normal,Female,Orange Juice,Personal Care,13.49,15,14.16,216.51,0,2024-08-22,2024-08
300,A,New York,Normal,Male,Apple,Stationery,9.85,12,8.27,126.47,0,2025-03-13,2025-03
301,A,New York,Member,Male,Shampoo,Household,13.68,7,6.7,102.46,10,2025-02-05,2025-02
302,A,Chicago,Normal,Male,Notebook,Beverages,14.79,18,18.64,284.86,0,2024-12-02,2024-12
303,A,Chicago,Member,Female,Orange Juice,Household,9.74,17,11.59,177.17,17,2024-08-31,2024-08
304,A,New York,Normal,Male,Shampoo,Beverages,6.94,14,6.8,103.96,0,2025-07-04,2025-07
305,A,Chicago,Member,Female,Apple,Fruits,2.78,2,0.39,5.95,0,2025-05-05,2025-05
306,A,Chicago,Member,Male,Apple,Personal Care,17.58,1,1.23,18.81,1,2025-05-21,2025-05
307,B,Los Angeles,Normal,Female,Detergent,Personal Care,14.2,1,0.99,15.19,0,2025-01-22,2025-01
308,B,Los Angeles,Member,Male,Detergent,Fruits,8.26,4,2.31,35.35,3,2024-10-18,2024-10
309,A,New York,Member,Male,Orange Juice,Beverages,8.62,1,0.6,9.22,0,2024-11-27,2024-11
310,A,Chicago,Member,Male,Orange Juice,Household,8.02,17,9.54,145.88,14,2024-10-15,2024-10
311,A,Chicago,Member,Female,Apple,Fruits,20.18,5,7.06,107.96,10,2025-07-10,2025-07
312,B,Los Angeles,Member,Female,Detergent,Stationery,9.87,4,2.76,42.24,4,2025-02-16,2025-02
313,B,Los Angeles,Normal,Female,Detergent,Fruits,5.37,13,4.89,74.7,0,2024-12-14,2024-12
314,B,Los Angeles,Normal,Female,Notebook,Fruits,11.36,3,2.39,36.47,0,2025-03-08,2025-03
315,B,Los Angeles,Member,Female,Detergent,Fruits,1.1,5,0.39,5.89,0,2024-08-13,2024-08
316,A,New York,Normal,Female,Shampoo,Stationery,1.09,4,0.31,4.67,0,2025-01-29,2025-01
317,A,Chicago,Normal,Female,Orange Juice,Stationery,3.07,18,3.87,59.13,0,2025-02-26,2025-02
318,A,Chicago,Normal,Female,Notebook,Stationery,16.36,16,18.32,280.08,0,2024-08-11,2024-08
319,B,Los Angeles,Member,Female,Notebook,Household,15.79,8,8.84,135.16,13,2024-12-08,2024-12
320,A,New York,Normal,Male,Notebook,Beverages,16.89,20,23.65,361.45,0,2025-02-23,2025-02
321,B,Los Angeles,Normal,Male,Notebook,Fruits,13.46,15,14.13,216.03,0,2025-02-10,2025-02
322,A,Chicago,Member,Female,Apple,Stationery,4.31,16,4.83,73.79,7,2025-06-30,2025-06
323,B,Los Angeles,Member,Male,Orange Juice,Personal Care,19.14,5,6.7,102.4,10,2025-03-08,2025-03
324,A,Chicago,Normal,Male,Notebook,Beverages,1.5,13,1.37,20.87,0,2025-01-07,2025-01
325,B,Los Angeles,Member,Female,Detergent,Household,18.3,19,24.34,372.04,37,2025-06-18,2025-06
326,B,Los Angeles,Normal,Male,Apple,Household,5.13,14,5.03,76.85,0,2024-08-14,2024-08
327,B,Los Angeles,Member,Male,Shampoo,Fruits,4.25,11,3.27,50.02,5,2025-01-02,2025-01
328,B,Los Angeles,Member,Male,Shampoo,Personal Care,18.22,5,6.38,97.48,9,2024-08-21,2024-08
329,B,Los Angeles,Normal,Female,Orange Juice,Personal Care,1.24,10,0.87,13.27,0,2025-05-23,2025-05
330,B,Los Angeles,Normal,Female,Detergent,Beverages,4.9,12,4.12,62.92,0,2024-09-15,2024-09
331,B,Los Angeles,Member,Female,Notebook,Beverages,12.75,3,2.68,40.93,4,2024-12-14,2024-12
332,A,New York,Member,Female,Notebook,Personal Care,20.53,18,25.87,395.41,39,2025-06-02,2025-06
333,A,New York,Member,Male,Apple,Personal Care,19.18,4,5.37,82.09,8,2025-06-29,2025-06
334,B,Los Angeles,Member,Male,Apple,Beverages,17.71,13,16.12,246.35,24,2024-10-05,2024-10
335,A,Chicago,Member,Female,Apple,Stationery,18.25,14,17.89,273.39,27,2025-01-26,2025-01
336,A,Chicago,Normal,Male,Shampoo,Fruits,9.5,12,7.98,121.98,0,2024-12-26,2024-12
337,A,New York,Member,Female,Notebook,Personal Care,6.5,5,2.28,34.78,3,2024-10-01,2024-10
338,B,Los Angeles,Member,Female,Detergent,Stationery,9.19,2,1.29,19.67,1,2025-06-26,2025-06
339,B,Los Angeles,Member,Male,Notebook,Personal Care,9.59,20,13.43,205.23,20,2025-05-19,2025-05
340,B,Los Angeles,Member,Female,Orange Juice,Stationery,8.85,18,11.15,170.45,17,2024-11-16,2024-11
341,A,New York,Normal,Male,Shampoo,Stationery,7.01,12,5.89,90.01,0,2025-02-20,2025-02
342,B,Los Angeles,Normal,Male,Shampoo,Stationery,15.87,2,2.22,33.96,0,2024-08-01,2024-08
343,A,Chicago,Member,Male,Apple,Personal Care,4.59,13,4.18,63.85,6,2025-05-19,2025-05
344,A,New York,Normal,Female,Apple,Personal Care,15.37,9,9.68,148.01,0,2025-02-02,2025-02
345,A,New York,Normal,Female,Apple,Beverages,10.07,7,4.93,75.42,0,2024-09-15,2024-09
346,A,Chicago,Normal,Male,Notebook,Stationery,5.67,10,3.97,60.67,0,2025-03-01,2025-03
347,B,Los Angeles,Member,Female,Notebook,Beverages,18.58,9,11.71,178.93,17,2025-02-16,2025-02
348,A,New York,Normal,Female,Shampoo,Beverages,20.85,7,10.22,156.17,0,2024-09-03,2024-09
349,A,Chicago,Member,Male,Apple,Household,4.53,11,3.49,53.32,5,2024-10-05,2024-10
350,A,New York,Member,Male,Orange Juice,Personal Care,6.89,8,3.86,58.98,5,2025-04-21,2025-04
351,B,Los Angeles,Member,Male,Shampoo,Fruits,7.0,16,7.84,119.84,11,2024-10-07,2024-10
352,B,Los Angeles,Member,Female,Orange Juice,Household,5.61,16,6.28,96.04,9,2025-04-26,2025-04
353,B,Los Angeles,Member,Female,Shampoo,Household,7.64,11,5.88,89.92,8,2025-05-24,2025-05
354,B,Los Angeles,Member,Male,Orange Juice,Fruits,17.4,9,10.96,167.56,16,2025-03-17,2025-03
355,A,Chicago,Normal,Female,Orange Juice,Household,3.76,11,2.9,44.26,0,2024-08-31,2024-08
356,A,Chicago,Normal,Female,Orange Juice,Fruits,3.89,2,0.54,8.32,0,2025-04-18,2025-04
357,B,Los Angeles,Normal,Male,Detergent,Fruits,6.2,15,6.51,99.51,0,2024-10-22,2024-10
358,A,New York,Normal,Male,Notebook,Fruits,10.36,18,13.05,199.53,0,2024-07-22,2024-07
359,B,Los Angeles,Normal,Female,Notebook,Beverages,2.58,19,3.43,52.45,0,2025-05-30,2025-05
360,B,Los Angeles,Normal,Female,Orange Juice,Personal Care,2.12,16,2.37,36.29,0,2025-06-16,2025-06
361,A,Chicago,Normal,Female,Shampoo,Stationery,19.95,2,2.79,42.69,0,2025-01-05,2025-01
362,A,Chicago,Normal,Female,Notebook,Fruits,19.12,17,22.75,347.79,0,2025-02-22,2025-02
363,A,New York,Normal,Female,Shampoo,Household,18.71,11,14.41,220.22,0,2024-12-24,2024-12
364,A,New York,Member,Male,Shampoo,Personal Care,15.13,20,21.18,323.78,32,2025-05-24,2025-05
365,B,Los Angeles,Normal,Male,Orange Juice,Fruits,19.44,19,25.86,395.22,0,2024-09-11,2024-09
366,B,Los Angeles,Member,Male,Orange Juice,Personal Care,19.9,8,11.14,170.34,17,2024-07-29,2024-07
367,B,Los Angeles,Member,Female,Orange Juice,Beverages,12.2,6,5.12,78.32,7,2024-09-13,2024-09
368,A,New York,Normal,Male,Shampoo,Stationery,15.99,3,3.36,51.33,0,2024-12-06,2024-12
369,A,New York,Member,Female,Detergent,Fruits,12.78,8,7.16,109.4,10,2025-01-13,2025-01
370,A,Chicago,Member,Male,Apple,Stationery,1.13,1,0.08,1.21,0,2024-08-20,2024-08
371,B,Los Angeles,Member,Female,Apple,Fruits,4.61,10,3.23,49.33,4,2024-11-04,2024-11
372,A,New York,Member,Female,Orange Juice,Beverages,20.0,2,2.8,42.8,4,2025-05-01,2025-05
373,A,New York,Member,Male,Apple,Personal Care,13.7,14,13.43,205.23,20,2024-09-04,2024-09
374,A,Chicago,Normal,Female,Shampoo,Fruits,7.58,20,10.61,162.21,0,2025-03-18,2025-03
375,B,Los Angeles,Member,Female,Notebook,Stationery,1.66,1,0.12,1.78,0,2025-05-24,2025-05
376,B,Los Angeles,Normal,Female,Notebook,Fruits,5.27,6,2.21,33.83,0,2024-08-01,2024-08
377,A,New York,Normal,Male,Notebook,Stationery,15.04,11,11.58,177.02,0,2025-06-20,2025-06
378,A,New York,Normal,Female,Notebook,Beverages,2.61,12,2.19,33.51,0,2024-08-02,2024-08
379,A,New York,Normal,Female,Orange Juice,Fruits,11.3,4,3.16,48.36,0,2024-10-10,2024-10
380,B,Los Angeles,Normal,Male,Detergent,Fruits,11.52,2,1.61,24.65,0,2025-03-18,2025-03
381,A,Chicago,Member,Male,Shampoo,Stationery,8.56,17,10.19,155.71,15,2025-02-12,2025-02
382,A,New York,Member,Female,Detergent,Personal Care,2.11,6,0.89,13.55,1,2025-06-04,2025-06
383,A,Chicago,Member,Female,Shampoo,Personal Care,15.48,11,11.92,182.2,18,2025-06-27,2025-06
384,B,Los Angeles,Member,Male,Orange Juice,Fruits,3.25,20,4.55,69.55,6,2025-04-02,2025-04
385,A,New York,Member,Male,Notebook,Stationery,1.27,2,0.18,2.72,0,2024-11-14,2024-11
386,B,Los Angeles,Normal,Male,Detergent,Fruits,10.94,20,15.32,234.12,0,2024-11-28,2024-11
387,A,New York,Member,Male,Shampoo,Household,9.43,1,0.66,10.09,1,2024-09-16,2024-09
388,A,New York,Normal,Male,Orange Juice,Household,11.75,14,11.52,176.02,0,2025-02-09,2025-02
389,A,Chicago,Member,Male,Orange Juice,Household,19.88,10,13.92,212.72,21,2024-12-16,2024-12
390,A,Chicago,Member,Male,Orange Juice,Fruits,12.38,10,8.67,132.47,13,2025-05-16,2025-05
391,B,Los Angeles,Normal,Male,Apple,Beverages,16.43,5,5.75,87.9,0,2025-03-08,2025-03
392,B,Los Angeles,Member,Male,Detergent,Household,9.35,3,1.96,30.01,3,2024-09-03,2024-09
393,A,New York,Normal,Female,Orange Juice,Household,5.19,15,5.45,83.3,0,2025-03-18,2025-03
394,B,Los Angeles,Member,Male,Orange Juice,Beverages,12.07,7,5.91,90.4,9,2025-03-03,2025-03
395,A,Chicago,Normal,Male,Orange Juice,Stationery,13.42,8,7.52,114.88,0,2024-12-07,2024-12
396,B,Los Angeles,Member,Male,Notebook,Beverages,3.34,13,3.04,46.46,4,2025-02-12,2025-02
397,B,Los Angeles,Member,Female,Notebook,Fruits,2.44,4,0.68,10.44,1,2025-03-18,2025-03
398,A,New York,Normal,Male,Apple,Fruits,19.17,2,2.68,41.02,0,2025-03-03,2025-03
399,A,Chicago,Normal,Female,Shampoo,Fruits,6.47,19,8.61,131.54,0,2024-08-09,2024-08
400,A,New York,Normal,Male,Notebook,Personal Care,16.38,12,13.76,210.32,0,2024-10-12,2024-10
401,B,Los Angeles,Normal,Female,Detergent,Fruits,3.8,5,1.33,20.33,0,2025-06-18,2025-06
402,A,Chicago,Normal,Male,Detergent,Fruits,17.6,8,9.86,150.66,0,2025-05-12,2025-05
403,A,New York,Member,Female,Apple,Stationery,5.09,4,1.43,21.79,2,2024-09-18,2024-09
404,B,Los Angeles,Member,Male,Detergent,Beverages,16.33,2,2.29,34.95,3,2025-04-02,2025-04
405,A,Chicago,Normal,Male,Detergent,Household,3.4,13,3.09,47.29,0,2024-10-29,2024-10
406,A,Chicago,Member,Male,Detergent,Household,13.3,17,15.83,241.93,24,2025-03-23,2025-03
407,B,Los Angeles,Member,Male,Notebook,Fruits,12.39,7,6.07,92.8,9,2025-05-28,2025-05
408,A,Chicago,Normal,Female,Detergent,Stationery,2.62,14,2.57,39.25,0,2025-05-31,2025-05
409,B,Los Angeles,Normal,Female,Shampoo,Fruits,18.12,2,2.54,38.78,0,2024-10-28,2024-10
410,B,Los Angeles,Member,Female,Detergent,Beverages,7.28,18,9.17,140.21,14,2024-12-07,2024-12
411,B,Los Angeles,Normal,Male,Orange Juice,Fruits,17.85,11,13.74,210.09,0,2024-11-09,2024-11
412,A,New York,Member,Male,Orange Juice,Personal Care,6.46,6,2.71,41.47,4,2025-01-06,2025-01
413,A,Chicago,Member,Female,Detergent,Stationery,8.72,5,3.05,46.65,4,2024-07-30,2024-07
414,A,Chicago,Normal,Female,Shampoo,Personal Care,15.92,5,5.57,85.17,0,2024-09-01,2024-09
415,A,New York,Normal,Male,Apple,Fruits,15.52,8,8.69,132.85,0,2025-07-11,2025-07
416,A,Chicago,Member,Female,Detergent,Fruits,8.26,10,5.78,88.38,8,2024-09-24,2024-09
417,A,New York,Member,Female,Notebook,Personal Care,13.19,17,15.7,239.93,23,2024-11-04,2024-11
418,A,Chicago,Member,Female,Apple,Household,1.21,20,1.69,25.89,2,2025-05-13,2025-05
419,A,New York,Normal,Male,Detergent,Household,20.63,11,15.89,242.82,0,2024-12-08,2024-12
420,A,New York,Normal,Male,Orange Juice,Stationery,5.13,9,3.23,49.4,0,2025-05-02,2025-05
421,B,Los Angeles,Member,Female,Shampoo,Household,2.14,6,0.9,13.74,1,2025-06-04,2025-06
422,A,New York,Member,Male,Shampoo,Personal Care,6.85,4,1.92,29.32,2,2025-01-31,2025-01
423,B,Los Angeles,Normal,Male,Apple,Personal Care,12.59,17,14.98,229.01,0,2025-06-03,2025-06
424,A,Chicago,Member,Female,Shampoo,Stationery,20.82,6,8.74,133.66,13,2024-12-13,2024-12
425,B,Los Angeles,Normal,Female,Orange Juice,Fruits,7.51,18,9.46,144.64,0,2025-03-02,2025-03
426,A,Chicago,Member,Male,Detergent,Stationery,4.29,20,6.01,91.81,9,2024-10-06,2024-10
427,A,New York,Normal,Female,Apple,Personal Care,11.05,7,5.41,82.76,0,2024-12-13,2024-12
428,A,Chicago,Normal,Male,Shampoo,Household,17.1,4,4.79,73.19,0,2024-09-20,2024-09
429,A,Chicago,Normal,Female,Detergent,Beverages,1.72,13,1.57,23.93,0,2024-12-30,2024-12
430,A,Chicago,Normal,Female,Apple,Beverages,17.88,13,16.27,248.71,0,2025-01-08,2025-01
431,A,Chicago,Member,Female,Apple,Stationery,16.24,1,1.14,17.38,1,2025-07-13,2025-07
432,A,Chicago,Member,Male,Notebook,Beverages,12.83,5,4.49,68.64,6,2024-10-09,2024-10
433,B,Los Angeles,Normal,Female,Shampoo,Personal Care,20.8,15,21.84,333.84,0,2025-03-31,2025-03
434,B,Los Angeles,Normal,Female,Orange Juice,Household,13.78,5,4.82,73.72,0,2024-09-21,2024-09
435,A,New York,Normal,Female,Shampoo,Fruits,17.32,14,16.97,259.45,0,2025-01-10,2025-01
436,B,Los Angeles,Member,Male,Orange Juice,Personal Care,20.09,8,11.25,171.97,17,2025-02-02,2025-02
437,B,Los Angeles,Member,Male,Detergent,Fruits,13.92,11,10.72,163.84,16,2024-07-16,2024-07
438,A,New York,Member,Male,Shampoo,Beverages,15.48,3,3.25,49.69,4,2025-03-06,2025-03
439,A,New York,Normal,Female,Orange Juice,Personal Care,8.36,8,4.68,71.56,0,2025-01-15,2025-01
440,A,Chicago,Member,Female,Notebook,Personal Care,6.09,3,1.28,19.55,1,2025-02-07,2025-02
441,A,Chicago,Normal,Male,Shampoo,Stationery,16.82,3,3.53,53.99,0,2024-10-28,2024-10
442,A,Chicago,Normal,Female,Shampoo,Household,8.01,14,7.85,119.99,0,2025-01-22,2025-01
443,A,Chicago,Member,Female,Notebook,Fruits,12.01,9,7.57,115.66,11,2025-02-23,2025-02
444,B,Los Angeles,Normal,Female,Apple,Beverages,8.19,8,4.59,70.11,0,2025-06-01,2025-06
445,B,Los Angeles,Member,Female,Shampoo,Stationery,16.37,2,2.29,35.03,3,2024-12-07,2024-12
446,B,Los Angeles,Normal,Male,Shampoo,Personal Care,10.61,20,14.85,227.05,0,2024-07-31,2024-07
447,A,New York,Member,Male,Notebook,Fruits,20.91,14,20.49,313.23,31,2025-05-16,2025-05
448,A,New York,Normal,Male,Apple,Stationery,15.32,9,9.65,147.53,0,2025-01-12,2025-01
449,B,Los Angeles,Member,Female,Orange Juice,Beverages,8.89,12,7.47,114.15,11,2024-10-10,2024-10
450,B,Los Angeles,Normal,Male,Apple,Stationery,19.55,15,20.53,313.78,0,2025-01-16,2025-01
451,A,New York,Normal,Female,Notebook,Household,11.16,10,7.81,119.41,0,2025-07-05,2025-07
452,A,New York,Normal,Male,Apple,Stationery,16.43,5,5.75,87.9,0,2024-08-04,2024-08
453,A,New York,Normal,Male,Detergent,Household,16.77,3,3.52,53.83,0,2025-05-03,2025-05
454,B,Los Angeles,Normal,Male,Apple,Personal Care,7.23,4,2.02,30.94,0,2024-09-11,2024-09
455,A,Chicago,Member,Male,Detergent,Personal Care,9.64,16,10.8,165.04,16,2024-08-09,2024-08
456,B,Los Angeles,Normal,Female,Orange Juice,Beverages,13.12,8,7.35,112.31,0,2024-11-14,2024-11
457,B,Los Angeles,Member,Male,Apple,Beverages,13.3,3,2.79,42.69,4,2025-04-30,2025-04
458,A,New York,Member,Male,Apple,Beverages,9.6,14,9.41,143.81,14,2024-08-01,2024-08
459,A,New York,Normal,Male,Apple,Household,4.37,15,4.59,70.14,0,2024-12-16,2024-12
460,A,New York,Normal,Female,Shampoo,Stationery,9.94,1,0.7,10.64,0,2025-02-08,2025-02
461,A,New York,Normal,Female,Orange Juice,Household,4.38,11,3.37,51.55,0,2024-11-08,2024-11
462,B,Los Angeles,Member,Male,Apple,Household,10.18,9,6.41,98.03,9,2024-08-14,2024-08
463,B,Los Angeles,Normal,Female,Orange Juice,Household,12.64,1,0.88,13.52,0,2025-06-22,2025-06
464,B,Los Angeles,Normal,Male,Apple,Beverages,12.9,11,9.93,151.83,0,2024-09-30,2024-09
465,B,Los Angeles,Member,Female,Orange Juice,Personal Care,17.27,19,22.97,351.1,35,2025-07-05,2025-07
466,B,Los Angeles,Member,Male,Shampoo,Beverages,18.14,6,7.62,116.46,11,2024-07-18,2024-07
467,B,Los Angeles,Member,Female,Orange Juice,Fruits,19.87,7,9.74,148.83,14,2025-01-14,2025-01
468,B,Los Angeles,Normal,Female,Orange Juice,Household,10.5,7,5.15,78.65,0,2024-12-10,2024-12
469,A,Chicago,Normal,Male,Notebook,Fruits,15.98,6,6.71,102.59,0,2024-09-26,2024-09
470,B,Los Angeles,Normal,Female,Notebook,Beverages,2.97,1,0.21,3.18,0,2024-11-03,2024-11
471,A,Chicago,Member,Female,Notebook,Fruits,1.52,8,0.85,13.01,1,2025-06-18,2025-06
472,A,New York,Normal,Female,Shampoo,Beverages,5.38,11,4.14,63.32,0,2024-07-31,2024-07
473,A,Chicago,Member,Male,Apple,Beverages,12.89,12,10.83,165.51,16,2025-07-15,2025-07
474,B,Los Angeles,Normal,Male,Shampoo,Stationery,4.94,5,1.73,26.43,0,2025-04-17,2025-04
475,A,Chicago,Member,Male,Orange Juice,Personal Care,18.18,17,21.63,330.69,33,2024-08-09,2024-08
476,B,Los Angeles,Normal,Female,Detergent,Stationery,7.95,1,0.56,8.51,0,2024-08-27,2024-08
477,B,Los Angeles,Normal,Female,Notebook,Fruits,11.44,6,4.8,73.44,0,2024-12-20,2024-12
478,A,New York,Normal,Male,Notebook,Beverages,20.39,1,1.43,21.82,0,2024-08-30,2024-08
479,B,Los Angeles,Member,Female,Apple,Personal Care,18.9,3,3.97,60.67,6,2024-08-24,2024-08
480,A,Chicago,Normal,Male,Notebook,Stationery,14.42,10,10.09,154.29,0,2024-09-21,2024-09
481,A,New York,Member,Female,Notebook,Beverages,9.65,11,7.43,113.58,11,2025-02-25,2025-02
482,A,Chicago,Normal,Male,Detergent,Beverages,12.14,17,14.45,220.83,0,2024-10-04,2024-10
483,A,Chicago,Member,Male,Apple,Household,10.7,11,8.24,125.94,12,2024-10-01,2024-10
484,A,New York,Normal,Male,Orange Juice,Household,11.66,12,9.79,149.71,0,2024-08-19,2024-08
485,A,Chicago,Normal,Female,Orange Juice,Household,12.57,16,14.08,215.2,0,2025-02-22,2025-02
486,B,Los Angeles,Normal,Female,Apple,Stationery,1.51,2,0.21,3.23,0,2025-03-24,2025-03
487,A,New York,Normal,Male,Apple,Household,8.28,9,5.22,79.74,0,2024-10-28,2024-10
488,A,New York,Member,Male,Detergent,Personal Care,10.1,20,14.14,216.14,21,2025-02-16,2025-02
489,B,Los Angeles,Normal,Male,Notebook,Personal Care,6.03,5,2.11,32.26,0,2024-12-25,2024-12
490,A,New York,Member,Female,Orange Juice,Personal Care,20.15,6,8.46,129.36,12,2024-11-22,2024-11
491,A,New York,Normal,Male,Detergent,Beverages,1.4,10,0.98,14.98,0,2025-05-13,2025-05
492,B,Los Angeles,Member,Male,Apple,Stationery,14.04,11,10.81,165.25,16,2025-04-27,2025-04
493,A,New York,Normal,Male,Notebook,Stationery,17.02,20,23.83,364.23,0,2024-11-10,2024-11
494,B,Los Angeles,Normal,Male,Apple,Household,17.96,8,10.06,153.74,0,2025-06-21,2025-06
495,A,New York,Normal,Male,Notebook,Fruits,8.3,8,4.65,71.05,0,2024-11-26,2024-11
496,A,Chicago,Member,Male,Notebook,Stationery,1.7,12,1.43,21.83,2,2025-04-01,2025-04
497,A,Chicago,Member,Male,Notebook,Household,4.09,18,5.15,78.77,7,2025-03-30,2025-03
498,B,Los Angeles,Normal,Male,Detergent,Fruits,12.82,5,4.49,68.59,0,2024-07-29,2024-07
499,A,Chicago,Member,Female,Notebook,Personal Care,4.73,16,5.3,80.98,8,2025-06-07,2025-06
500,A,Chicago,Normal,Female,Shampoo,Fruits,17.48,14,17.13,261.85,0,2024-11-01,2024-11
501,A,New York,Normal,Male,Notebook,Personal Care,20.96,12,17.61,269.13,0,2024-12-06,2024-12
502,B,Los Angeles,Member,Male,Notebook,Beverages,12.33,6,5.18,79.16,7,2024-10-24,2024-10
503,A,New York,Normal,Female,Orange Juice,Beverages,16.24,20,22.74,347.54,0,2024-08-08,2024-08
504,B,Los Angeles,Normal,Male,Shampoo,Personal Care,2.73,6,1.15,17.53,0,2024-12-18,2024-12
505,A,Chicago,Member,Male,Detergent,Stationery,3.43,19,4.56,69.73,6,2024-08-18,2024-08
506,A,Chicago,Normal,Male,Apple,Fruits,14.14,12,11.88,181.56,0,2024-12-31,2024-12
507,B,Los Angeles,Normal,Male,Orange Juice,Fruits,5.17,15,5.43,82.98,0,2025-02-07,2025-02
508,A,New York,Member,Female,Orange Juice,Household,14.16,4,3.96,60.6,6,2024-12-19,2024-12
509,A,Chicago,Normal,Female,Orange Juice,Beverages,20.51,2,2.87,43.89,0,2024-10-16,2024-10
510,A,Chicago,Member,Female,Shampoo,Fruits,15.44,20,21.62,330.42,33,2025-05-03,2025-05
511,A,New York,Member,Female,Notebook,Personal Care,20.48,17,24.37,372.53,37,2025-06-09,2025-06
512,A,Chicago,Member,Male,Shampoo,Stationery,13.15,1,0.92,14.07,1,2024-07-25,2024-07
513,A,Chicago,Member,Female,Detergent,Household,1.35,1,0.09,1.44,0,2025-01-19,2025-01
514,B,Los Angeles,Normal,Male,Detergent,Stationery,18.09,6,7.6,116.14,0,2025-06-17,2025-06
515,A,New York,Normal,Male,Detergent,Beverages,8.75,8,4.9,74.9,0,2024-11-06,2024-11
516,B,Los Angeles,Normal,Female,Detergent,Household,1.81,17,2.15,32.92,0,2024-12-30,2024-12
517,A,Chicago,Member,Male,Shampoo,Stationery,6.19,8,3.47,52.99,5,2025-03-12,2025-03
